accuracy,balanced_accuracy,precision,recall,f1,cohen_kappa,roc_auc,average_precision,model,timestamp
0.7802547770700637,0.7560621584699454,0.7523809523809524,0.6475409836065574,0.6960352422907489,0.5254719873844671,0.8883196721311475,0.8429426204493811,xgboost,2025-04-23 16:59:48
