model,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision,cv_accuracy,cv_f1,cv_roc_auc,optimal_f1_threshold
xgboost,0.7802547770700637,0.7560621584699454,0.7523809523809524,0.6475409836065574,0.6960352422907489,0.8883196721311475,0.8429426204493811,0.8371907422186752,0.7852631578947369,0.9232817869415806,0.20000000000000004
